Datum und Uhrzeit;Wochentag;#;ST;Heim;Mannschaft 1: Verein;Gast;Mannschaft 2: Verein;SR;Schiedsgericht: Verein;Gastgeber;Gastgeber: Verein;Austragungsort/Ergebnis;Ort;Ergebnis;Saison;Spielrunde;Geschlecht;Ballpunkte;Spieldauer;Zuschauerzahl;Satzpunkte 1;Satzpunkte 2;Satz 1 - Ballpunkte 1;Satz 1 - Ballpunkte 2;Satz 1 - Satzdauer;Satz 2 - Ballpunkte 1;Satz 2 - Ballpunkte 2;Satz 2 - Satzdauer;Satz 3 - Ballpunkte 1;Satz 3 - Ballpunkte 2;Satz 3 - Satzdauer;Satz 4 - Ballpunkte 1;Satz 4 - Ballpunkte 2;Satz 4 - Satzdauer;Satz 5 - Ballpunkte 1;Satz 5 - Ballpunkte 2;Satz 5 - Satzdauer;Datum;Uhrzeit;USC_Team;Gruppen-Ebene;Spielgruppe;Spielfeld;Feldrunde;Datum_DT;Tag
"""07.03.2026, 12:00:00""";"""Samstag""";"""81""";"""Spieltag 17""";"""SC Münster 08 III""";"""Sportclub Münster 08 e.V.""";"""USC7""";"""USC Münster e.V.""";"""USC8""";"""USC Münster e.V.""";"""SC Münster 08 III""";"""Sportclub Münster 08 e.V.""";"""0:3 / 43:75""";"""Sporthalle Ost (Zweifachhalle) (48145 Münster)""";"""0:3 / 43:75""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""43:75""";"""49""";;"""0""";"""3""";"""12""";"""25""";"""15""";"""13""";"""25""";"""16""";"""18""";"""25""";"""18""";;;;;;;;;USC8;;;;;;
"""07.03.2026, 13:00:00""";"""Samstag""";"""82""";"""Spieltag 17""";"""USC8""";"""USC Münster e.V.""";"""SC Münster 08 II""";"""Sportclub Münster 08 e.V.""";"""SC Münster 08 III""";"""Sportclub Münster 08 e.V.""";"""SC Münster 08 III""";"""Sportclub Münster 08 e.V.""";"""0:3 / 43:75""";"""Sporthalle Ost (Zweifachhalle) (48145 Münster)""";"""0:3 / 43:75""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""43:75""";"""101""";;"""0""";"""3""";"""8""";"""25""";"""60""";"""17""";"""25""";"""21""";"""18""";"""25""";"""20""";;;;;;;;;USC8;;;;;;
"""22.03.2026, 11:00:00""";"""Sonntag""";"""86""";"""Spieltag 18""";"""USC7""";"""USC Münster e.V.""";"""SV Ems Westbevern III""";"""SV Ems Westbevern 1923 e.V.""";"""SC Münster 08 II""";"""Sportclub Münster 08 e.V.""";"""USC7""";"""USC Münster e.V.""";"""3:0 / 75:0""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""3:0 / 75:0""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""75:0""";"""-""";;"""3""";"""0""";"""25""";"""0""";"""-""";"""25""";"""0""";"""-""";"""25""";"""0""";"""-""";;;;;;;;;USC7;;;;;;
"""22.03.2026, 11:00:00""";"""Sonntag""";"""88""";"""Spieltag 18""";"""USC8""";"""USC Münster e.V.""";"""SC Münster 08 III""";"""Sportclub Münster 08 e.V.""";"""SV Blau-Weiß Aasee IX""";"""SV Blau-Weiß Aasee e.V.""";"""USC8""";"""USC Münster e.V.""";"""0:3 / 57:75""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""0:3 / 57:75""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""57:75""";"""72""";;"""0""";"""3""";"""22""";"""25""";"""26""";"""18""";"""25""";"""24""";"""17""";"""25""";"""22""";;;;;;;;;USC8;;;;;;
"""22.03.2026, 12:00:00""";"""Sonntag""";"""87""";"""Spieltag 18""";"""SC Münster 08 II""";"""Sportclub Münster 08 e.V.""";"""SV Blau-Weiß Aasee VIII""";"""SV Blau-Weiß Aasee e.V.""";"""USC7""";"""USC Münster e.V.""";"""USC7""";"""USC Münster e.V.""";"""1:3 / 71:99""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""1:3 / 71:99""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""71:99""";"""79""";;"""1""";"""3""";"""16""";"""25""";"""17""";"""14""";"""25""";"""18""";"""26""";"""24""";"""26""";"""15""";"""25""";"""18""";;;;;;USC7;;;;;;
"""22.03.2026, 12:00:00""";"""Sonntag""";"""90""";"""Spieltag 18""";"""SV Blau-Weiß Aasee IX""";"""SV Blau-Weiß Aasee e.V.""";"""TSC Gievenbeck VI""";"""TSC Münster-Gievenbeck e.V.""";"""USC8""";"""USC Münster e.V.""";"""USC8""";"""USC Münster e.V.""";"""3:2 / 97:107""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""3:2 / 97:107""";"""2025/26""";"""Kreisliga Münster Frauen""";"""mixed""";"""97:107""";"""112""";;"""3""";"""2""";"""14""";"""25""";"""20""";"""18""";"""25""";"""23""";"""25""";"""22""";"""24""";"""25""";"""22""";"""27""";"""15""";"""13""";"""18""";;;USC8;;;;;;
"""28.09.2025, 11:00:00""";"""Sonntag""";"""1""";"""Spieltag 1""";"""RC Sorpesee""";"""Ruderclub Sorpesee 1956 e.V.""";"""RSV Borken""";"""RSV Borken 22 e.V.""";"""USC-U18""";"""USC Münster e.V.""";"""RC Sorpesee""";"""Ruderclub Sorpesee 1956 e.V.""";"""2:1 / 57:50""";"""Schulzentrum Sundern (59846 Sundern)""";"""2:1 / 57:50""";"""2025/26""";"""NRW-Liga wU18""";"""weiblich""";"""57:50""";"""52""";;"""2""";"""1""";"""25""";"""16""";"""17""";"""17""";"""25""";"""22""";"""15""";"""9""";"""13""";;;;;;;;;USC-U18;;;;;;
"""28.09.2025, 12:00:00""";"""Sonntag""";"""2""";"""Spieltag 1""";"""RSV Borken""";"""RSV Borken 22 e.V.""";"""USC-U18""";"""USC Münster e.V.""";"""RC Sorpesee""";"""Ruderclub Sorpesee 1956 e.V.""";"""RC Sorpesee""";"""Ruderclub Sorpesee 1956 e.V.""";"""2:0 / 50:37""";"""Schulzentrum Sundern (59846 Sundern)""";"""2:0 / 50:37""";"""2025/26""";"""NRW-Liga wU18""";"""weiblich""";"""50:37""";"""94""";;"""2""";"""0""";"""25""";"""18""";"""72""";"""25""";"""19""";"""22""";;;;;;;;;;;;USC-U18;;;;;;
"""28.09.2025, 13:00:00""";"""Sonntag""";"""3""";"""Spieltag 1""";"""USC-U18""";"""USC Münster e.V.""";"""RC Sorpesee""";"""Ruderclub Sorpesee 1956 e.V.""";"""RSV Borken""";"""RSV Borken 22 e.V.""";"""RC Sorpesee""";"""Ruderclub Sorpesee 1956 e.V.""";"""0:2 / 40:50""";"""Schulzentrum Sundern (59846 Sundern)""";"""0:2 / 40:50""";"""2025/26""";"""NRW-Liga wU18""";"""weiblich""";"""40:50""";"""65""";;"""0""";"""2""";"""18""";"""25""";"""40""";"""22""";"""25""";"""25""";;;;;;;;;;;;USC-U18;;;;;;
"""09.11.2025, 11:00:00""";"""Sonntag""";"""10""";"""Spieltag 2""";"""SV Blau-Weiß Aasee""";"""SV Blau-Weiß Aasee e.V.""";"""USC-U18""";"""USC Münster e.V.""";"""SC Hennen""";"""SC 1912 Hennen e.V.""";"""SV Blau-Weiß Aasee""";"""SV Blau-Weiß Aasee e.V.""";"""0:2 / 15:50""";"""Sporthalle der Bonhoeffer Schule (48151 Münster)""";"""0:2 / 15:50""";"""2025/26""";"""NRW-Liga wU18""";"""weiblich""";"""15:50""";"""30""";;"""0""";"""2""";"""6""";"""25""";"""13""";"""9""";"""25""";"""17""";;;;;;;;;;;;USC-U18;;;;;;
"""09.11.2025, 12:00:00""";"""Sonntag""";"""11""";"""Spieltag 2""";"""USC-U18""";"""USC Münster e.V.""";"""SC Hennen""";"""SC 1912 Hennen e.V.""";"""SV Blau-Weiß Aasee""";"""SV Blau-Weiß Aasee e.V.""";"""SV Blau-Weiß Aasee""";"""SV Blau-Weiß Aasee e.V.""";"""0:2 / 40:50""";"""Sporthalle der Bonhoeffer Schule (48151 Münster)""";"""0:2 / 40:50""";"""2025/26""";"""NRW-Liga wU18""";"""weiblich""";"""40:50""";"""77""";;"""0""";"""2""";"""20""";"""25""";"""52""";"""20""";"""25""";"""25""";;;;;;;;;;;;USC-U18;;;;;;
"""09.11.2025, 13:00:00""";"""Sonntag""";"""12""";"""Spieltag 2""";"""SC Hennen""";"""SC 1912 Hennen e.V.""";"""SV Blau-Weiß Aasee""";"""SV Blau-Weiß Aasee e.V.""";"""USC-U18""";"""USC Münster e.V.""";"""SV Blau-Weiß Aasee""";"""SV Blau-Weiß Aasee e.V.""";"""2:0 / 50:27""";"""Sporthalle der Bonhoeffer Schule (48151 Münster)""";"""2:0 / 50:27""";"""2025/26""";"""NRW-Liga wU18""";"""weiblich""";"""50:27""";"""102""";;"""2""";"""0""";"""25""";"""7""";"""79""";"""25""";"""20""";"""23""";;;;;;;;;;;;USC-U18;;;;;;
"""30.11.2025, 11:00:00""";"""Sonntag""";"""19""";"""Spieltag 3""";"""USC-U18""";"""USC Münster e.V.""";"""VV Humann Essen""";"""VV Humann Essen e.V.""";"""VoR Paderborn""";"""Volleyball Regionalkader Paderborn e.V.""";"""USC-U18""";"""USC Münster e.V.""";"""1:2 / 50:58""";"""Halle Berg Fidel (48151 Münster)""";"""1:2 / 50:58""";"""2025/26""";"""NRW-Liga wU18""";"""weiblich""";"""50:58""";"""56""";;"""1""";"""2""";"""12""";"""25""";"""16""";"""25""";"""18""";"""23""";"""13""";"""15""";"""17""";;;;;;;;;USC-U18;;;;;;
"""30.11.2025, 12:00:00""";"""Sonntag""";"""20""";"""Spieltag 3""";"""VV Humann Essen""";"""VV Humann Essen e.V.""";"""VoR Paderborn""";"""Volleyball Regionalkader Paderborn e.V.""";"""USC-U18""";"""USC Münster e.V.""";"""USC-U18""";"""USC Münster e.V.""";"""2:0 / 50:40""";"""Halle Berg Fidel (48151 Münster)""";"""2:0 / 50:40""";"""2025/26""";"""NRW-Liga wU18""";"""weiblich""";"""50:40""";"""106""";;"""2""";"""0""";"""25""";"""21""";"""83""";"""25""";"""19""";"""23""";;;;;;;;;;;;USC-U18;;;;;;
"""30.11.2025, 13:00:00""";"""Sonntag""";"""21""";"""Spieltag 3""";"""VoR Paderborn""";"""Volleyball Regionalkader Paderborn e.V.""";"""USC-U18""";"""USC Münster e.V.""";"""VV Humann Essen""";"""VV Humann Essen e.V.""";"""USC-U18""";"""USC Münster e.V.""";"""1:2 / 61:61""";"""Halle Berg Fidel (48151 Münster)""";"""1:2 / 61:61""";"""2025/26""";"""NRW-Liga wU18""";"""weiblich""";"""61:61""";"""63""";;"""1""";"""2""";"""26""";"""28""";"""27""";"""25""";"""18""";"""22""";"""10""";"""15""";"""14""";;;;;;;;;USC-U18;;;;;;
"""14.12.2025, 11:00:00""";"""Sonntag""";"""34""";"""Spieltag 4""";"""USC-U18""";"""USC Münster e.V.""";"""TuB Bocholt""";"""TuB Bocholt 1907 e.V.""";"""Werdener TB""";"""Werdener TB v. 1886 e.V.""";"""USC-U18""";"""USC Münster e.V.""";"""2:0 / 50:34""";"""Halle Berg Fidel (48151 Münster)""";"""2:0 / 50:34""";"""2025/26""";"""NRW-Liga wU18""";"""weiblich""";"""50:34""";"""47""";;"""2""";"""0""";"""25""";"""16""";"""25""";"""25""";"""18""";"""22""";;;;;;;;;;;;USC-U18;;;;;;
"""14.12.2025, 12:00:00""";"""Sonntag""";"""35""";"""Spieltag 4""";"""TuB Bocholt""";"""TuB Bocholt 1907 e.V.""";"""Werdener TB""";"""Werdener TB v. 1886 e.V.""";"""USC-U18""";"""USC Münster e.V.""";"""USC-U18""";"""USC Münster e.V.""";"""0:2 / 39:50""";"""Halle Berg Fidel (48151 Münster)""";"""0:2 / 39:50""";"""2025/26""";"""NRW-Liga wU18""";"""weiblich""";"""39:50""";"""92""";;"""0""";"""2""";"""19""";"""25""";"""68""";"""20""";"""25""";"""24""";;;;;;;;;;;;USC-U18;;;;;;
"""14.12.2025, 13:00:00""";"""Sonntag""";"""36""";"""Spieltag 4""";"""Werdener TB""";"""Werdener TB v. 1886 e.V.""";"""USC-U18""";"""USC Münster e.V.""";"""TuB Bocholt""";"""TuB Bocholt 1907 e.V.""";"""USC-U18""";"""USC Münster e.V.""";"""0:2 / 40:50""";"""Halle Berg Fidel (48151 Münster)""";"""0:2 / 40:50""";"""2025/26""";"""NRW-Liga wU18""";"""weiblich""";"""40:50""";"""126""";;"""0""";"""2""";"""18""";"""25""";"""101""";"""22""";"""25""";"""25""";;;;;;;;;;;;USC-U18;;;;;;
"""27.09.2025, 16:00:00""";"""Samstag""";"""7""";"""Spieltag 1""";"""RSV Borken""";"""RSV Borken 22 e.V.""";"""USC-U16-1""";"""USC Münster e.V.""";"""TSC Gievenbeck""";"""TSC Münster-Gievenbeck e.V.""";"""RSV Borken""";"""RSV Borken 22 e.V.""";"""2:0 / 50:37""";"""Doppelsporthalle Burlo (46325 Borken-Burlo)""";"""2:0 / 50:37""";"""2025/26""";"""NRW-Liga wU16""";"""weiblich""";"""50:37""";"""40""";;"""2""";"""0""";"""25""";"""15""";"""15""";"""25""";"""22""";"""25""";;;;;;;;;;;;USC-U16-1;;;;;;
"""27.09.2025, 17:00:00""";"""Samstag""";"""8""";"""Spieltag 1""";"""USC-U16-1""";"""USC Münster e.V.""";"""TSC Gievenbeck""";"""TSC Münster-Gievenbeck e.V.""";"""RSV Borken""";"""RSV Borken 22 e.V.""";"""RSV Borken""";"""RSV Borken 22 e.V.""";"""2:0 / 52:39""";"""Doppelsporthalle Burlo (46325 Borken-Burlo)""";"""2:0 / 52:39""";"""2025/26""";"""NRW-Liga wU16""";"""weiblich""";"""52:39""";"""82""";;"""2""";"""0""";"""25""";"""14""";"""51""";"""27""";"""25""";"""31""";;;;;;;;;;;;USC-U16-1;;;;;;
"""27.09.2025, 18:00:00""";"""Samstag""";"""9""";"""Spieltag 1""";"""TSC Gievenbeck""";"""TSC Münster-Gievenbeck e.V.""";"""RSV Borken""";"""RSV Borken 22 e.V.""";"""USC-U16-1""";"""USC Münster e.V.""";"""RSV Borken""";"""RSV Borken 22 e.V.""";"""0:2 / 35:50""";"""Doppelsporthalle Burlo (46325 Borken-Burlo)""";"""0:2 / 35:50""";"""2025/26""";"""NRW-Liga wU16""";"""weiblich""";"""35:50""";"""104""";;"""0""";"""2""";"""16""";"""25""";"""83""";"""19""";"""25""";"""21""";;;;;;;;;;;;USC-U16-1;;;;;;
"""08.11.2025, 11:00:00""";"""Samstag""";"""13""";"""Spieltag 2""";"""USC-U16-1""";"""USC Münster e.V.""";"""VoR Paderborn""";"""Volleyball Regionalkader Paderborn e.V.""";"""VV Humann Essen""";"""VV Humann Essen e.V.""";"""USC-U16-1""";"""USC Münster e.V.""";"""2:0 / 50:19""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""2:0 / 50:19""";"""2025/26""";"""NRW-Liga wU16""";"""weiblich""";"""50:19""";"""35""";;"""2""";"""0""";"""25""";"""12""";"""20""";"""25""";"""7""";"""15""";;;;;;;;;;;;USC-U16-1;;;;;;
"""08.11.2025, 12:00:00""";"""Samstag""";"""14""";"""Spieltag 2""";"""VoR Paderborn""";"""Volleyball Regionalkader Paderborn e.V.""";"""VV Humann Essen""";"""VV Humann Essen e.V.""";"""USC-U16-1""";"""USC Münster e.V.""";"""USC-U16-1""";"""USC Münster e.V.""";"""2:0 / 50:20""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""2:0 / 50:20""";"""2025/26""";"""NRW-Liga wU16""";"""weiblich""";"""50:20""";"""64""";;"""2""";"""0""";"""25""";"""9""";"""42""";"""25""";"""11""";"""22""";;;;;;;;;;;;USC-U16-1;;;;;;
"""08.11.2025, 13:00:00""";"""Samstag""";"""15""";"""Spieltag 2""";"""VV Humann Essen""";"""VV Humann Essen e.V.""";"""USC-U16-1""";"""USC Münster e.V.""";"""VoR Paderborn""";"""Volleyball Regionalkader Paderborn e.V.""";"""USC-U16-1""";"""USC Münster e.V.""";"""0:2 / 11:50""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""0:2 / 11:50""";"""2025/26""";"""NRW-Liga wU16""";"""weiblich""";"""11:50""";"""74""";;"""0""";"""2""";"""6""";"""25""";"""59""";"""5""";"""25""";"""15""";;;;;;;;;;;;USC-U16-1;;;;;;
"""29.11.2025, 15:00:00""";"""Samstag""";"""19""";"""Spieltag 3""";"""SC Union Lüdinghausen""";"""SC Union Lüdinghausen e.V.""";"""VV Schwerte""";"""VV Schwerte e.V.""";"""USC-U16-1""";"""USC Münster e.V.""";"""SC Union Lüdinghausen""";"""SC Union Lüdinghausen e.V.""";"""2:0 / 50:41""";"""Drei-Burgen-Arena (59348 Lüdinghausen)""";"""2:0 / 50:41""";"""2025/26""";"""NRW-Liga wU16""";"""weiblich""";"""50:41""";"""46""";;"""2""";"""0""";"""25""";"""18""";"""20""";"""25""";"""23""";"""26""";;;;;;;;;;;;USC-U16-1;;;;;;
"""29.11.2025, 16:00:00""";"""Samstag""";"""20""";"""Spieltag 3""";"""VV Schwerte""";"""VV Schwerte e.V.""";"""USC-U16-1""";"""USC Münster e.V.""";"""SC Union Lüdinghausen""";"""SC Union Lüdinghausen e.V.""";"""SC Union Lüdinghausen""";"""SC Union Lüdinghausen e.V.""";"""0:2 / 28:50""";"""Drei-Burgen-Arena (59348 Lüdinghausen)""";"""0:2 / 28:50""";"""2025/26""";"""NRW-Liga wU16""";"""weiblich""";"""28:50""";"""81""";;"""0""";"""2""";"""11""";"""25""";"""62""";"""17""";"""25""";"""19""";;;;;;;;;;;;USC-U16-1;;;;;;
"""29.11.2025, 17:00:00""";"""Samstag""";"""21""";"""Spieltag 3""";"""USC-U16-1""";"""USC Münster e.V.""";"""SC Union Lüdinghausen""";"""SC Union Lüdinghausen e.V.""";"""VV Schwerte""";"""VV Schwerte e.V.""";"""SC Union Lüdinghausen""";"""SC Union Lüdinghausen e.V.""";"""2:0 / 50:28""";"""Drei-Burgen-Arena (59348 Lüdinghausen)""";"""2:0 / 50:28""";"""2025/26""";"""NRW-Liga wU16""";"""weiblich""";"""50:28""";"""108""";;"""2""";"""0""";"""25""";"""14""";"""87""";"""25""";"""14""";"""21""";;;;;;;;;;;;USC-U16-1;;;;;;
"""13.12.2025, 11:00:00""";"""Samstag""";"""31""";"""Spieltag 4""";"""SC Hennen""";"""SC 1912 Hennen e.V.""";"""USC-U16-1""";"""USC Münster e.V.""";"""TV Gladbeck""";"""TV Gladbeck 1912 e.V.""";"""SC Hennen""";"""SC 1912 Hennen e.V.""";"""0:2 / 32:50""";"""Sportpark Hennen (58640 Iserlohn)""";"""0:2 / 32:50""";"""2025/26""";"""NRW-Liga wU16""";"""weiblich""";"""32:50""";"""44""";;"""0""";"""2""";"""11""";"""25""";"""20""";"""21""";"""25""";"""24""";;;;;;;;;;;;USC-U16-1;;;;;;
"""13.12.2025, 12:00:00""";"""Samstag""";"""32""";"""Spieltag 4""";"""USC-U16-1""";"""USC Münster e.V.""";"""TV Gladbeck""";"""TV Gladbeck 1912 e.V.""";"""SC Hennen""";"""SC 1912 Hennen e.V.""";"""SC Hennen""";"""SC 1912 Hennen e.V.""";"""2:0 / 50:33""";"""Sportpark Hennen (58640 Iserlohn)""";"""2:0 / 50:33""";"""2025/26""";"""NRW-Liga wU16""";"""weiblich""";"""50:33""";"""88""";;"""2""";"""0""";"""25""";"""16""";"""65""";"""25""";"""17""";"""23""";;;;;;;;;;;;USC-U16-1;;;;;;
"""13.12.2025, 13:00:00""";"""Samstag""";"""33""";"""Spieltag 4""";"""TV Gladbeck""";"""TV Gladbeck 1912 e.V.""";"""SC Hennen""";"""SC 1912 Hennen e.V.""";"""USC-U16-1""";"""USC Münster e.V.""";"""SC Hennen""";"""SC 1912 Hennen e.V.""";"""2:0 / 50:33""";"""Sportpark Hennen (58640 Iserlohn)""";"""2:0 / 50:33""";"""2025/26""";"""NRW-Liga wU16""";"""weiblich""";"""50:33""";"""107""";;"""2""";"""0""";"""25""";"""14""";"""85""";"""25""";"""19""";"""22""";;;;;;;;;;;;USC-U16-1;;;;;;
"""27.09.2025, 12:00:00""";"""Samstag""";"""7""";"""Spieltag 1""";"""SV Blau-Weiß Aasee""";"""SV Blau-Weiß Aasee e.V.""";"""USC-U16-2""";"""USC Münster e.V.""";"""-""";"""""";"""SV Blau-Weiß Aasee""";"""SV Blau-Weiß Aasee e.V.""";"""0:2 / 34:50""";"""Sporthalle der Bonhoeffer Schule (48151 Münster)""";"""0:2 / 34:50""";"""2025/26""";"""Oberliga 5 wU16""";"""weiblich""";"""34:50""";"""50""";;"""0""";"""2""";"""21""";"""25""";"""27""";"""13""";"""25""";"""23""";;;;;;;;;;;;USC-U16-2;;;;;;
"""08.11.2025, 11:00:00""";"""Samstag""";"""11""";"""Spieltag 2""";"""USC-U16-2""";"""USC Münster e.V.""";"""VoR Paderborn II""";"""Volleyball Regionalkader Paderborn e.V.""";"""BSV Ostbevern""";"""BSV Ostbevern 1923 e.V.""";"""USC-U16-2""";"""USC Münster e.V.""";"""2:0 / 50:36""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""2:0 / 50:36""";"""2025/26""";"""Oberliga 5 wU16""";"""weiblich""";"""50:36""";"""39""";;"""2""";"""0""";"""25""";"""18""";"""20""";"""25""";"""18""";"""19""";;;;;;;;;;;;USC-U16-2;;;;;;
"""08.11.2025, 12:15:00""";"""Samstag""";"""12""";"""Spieltag 2""";"""VoR Paderborn II""";"""Volleyball Regionalkader Paderborn e.V.""";"""BSV Ostbevern""";"""BSV Ostbevern 1923 e.V.""";"""USC-U16-2""";"""USC Münster e.V.""";"""USC-U16-2""";"""USC Münster e.V.""";"""0:2 / 25:50""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""0:2 / 25:50""";"""2025/26""";"""Oberliga 5 wU16""";"""weiblich""";"""25:50""";"""-""";;"""0""";"""2""";"""9""";"""25""";"""-""";"""16""";"""25""";"""-""";;;;;;;;;;;;USC-U16-2;;;;;;
"""08.11.2025, 13:30:00""";"""Samstag""";"""13""";"""Spieltag 2""";"""BSV Ostbevern""";"""BSV Ostbevern 1923 e.V.""";"""USC-U16-2""";"""USC Münster e.V.""";"""VoR Paderborn II""";"""Volleyball Regionalkader Paderborn e.V.""";"""USC-U16-2""";"""USC Münster e.V.""";"""2:0 / 50:30""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""2:0 / 50:30""";"""2025/26""";"""Oberliga 5 wU16""";"""weiblich""";"""50:30""";"""42""";;"""2""";"""0""";"""25""";"""12""";"""24""";"""25""";"""18""";"""18""";;;;;;;;;;;;USC-U16-2;;;;;;
"""29.11.2025, 15:00:00""";"""Samstag""";"""15""";"""Spieltag 3""";"""Telekom Post SV Bielefeld""";"""Telekom Post SV Bielefeld e.V.""";"""BSV Ostbevern II""";"""BSV Ostbevern 1923 e.V.""";"""USC-U16-2""";"""USC Münster e.V.""";"""Telekom Post SV Bielefeld""";"""Telekom Post SV Bielefeld e.V.""";"""2:0 / 50:28""";"""Almhalle 1 (33615 Bielefeld)""";"""2:0 / 50:28""";"""2025/26""";"""Oberliga 5 wU16""";"""weiblich""";"""50:28""";"""39""";;"""2""";"""0""";"""25""";"""14""";"""20""";"""25""";"""14""";"""19""";;;;;;;;;;;;USC-U16-2;;;;;;
"""29.11.2025, 16:15:00""";"""Samstag""";"""16""";"""Spieltag 3""";"""BSV Ostbevern II""";"""BSV Ostbevern 1923 e.V.""";"""USC-U16-2""";"""USC Münster e.V.""";"""Telekom Post SV Bielefeld""";"""Telekom Post SV Bielefeld e.V.""";"""Telekom Post SV Bielefeld""";"""Telekom Post SV Bielefeld e.V.""";"""0:2 / 28:50""";"""Almhalle 1 (33615 Bielefeld)""";"""0:2 / 28:50""";"""2025/26""";"""Oberliga 5 wU16""";"""weiblich""";"""28:50""";"""41""";;"""0""";"""2""";"""13""";"""25""";"""22""";"""15""";"""25""";"""19""";;;;;;;;;;;;USC-U16-2;;;;;;
"""29.11.2025, 17:30:00""";"""Samstag""";"""17""";"""Spieltag 3""";"""USC-U16-2""";"""USC Münster e.V.""";"""Telekom Post SV Bielefeld""";"""Telekom Post SV Bielefeld e.V.""";"""BSV Ostbevern II""";"""BSV Ostbevern 1923 e.V.""";"""Telekom Post SV Bielefeld""";"""Telekom Post SV Bielefeld e.V.""";"""1:2 / 52:59""";"""Almhalle 1 (33615 Bielefeld)""";"""1:2 / 52:59""";"""2025/26""";"""Oberliga 5 wU16""";"""weiblich""";"""52:59""";"""51""";;"""1""";"""2""";"""18""";"""25""";"""18""";"""25""";"""19""";"""21""";"""9""";"""15""";"""12""";;;;;;;;;USC-U16-2;;;;;;
"""13.12.2025, 14:00:00""";"""Samstag""";"""25""";"""Spieltag 4""";"""SG Sendenhorst""";"""SG Sendenhorst 1910 e.V.""";"""SC GW Paderborn""";"""SC GW 1920 Paderborn e.V.""";"""USC-U16-2""";"""USC Münster e.V.""";"""SG Sendenhorst""";"""SG Sendenhorst 1910 e.V.""";"""2:0 / 50:39""";"""Westtorhalle (48324 Sendenhorst)""";"""2:0 / 50:39""";"""2025/26""";"""Oberliga 5 wU16""";"""weiblich""";"""50:39""";"""44""";;"""2""";"""0""";"""25""";"""19""";"""23""";"""25""";"""20""";"""21""";;;;;;;;;;;;USC-U16-2;;;;;;
"""13.12.2025, 15:15:00""";"""Samstag""";"""26""";"""Spieltag 4""";"""SC GW Paderborn""";"""SC GW 1920 Paderborn e.V.""";"""USC-U16-2""";"""USC Münster e.V.""";"""SG Sendenhorst""";"""SG Sendenhorst 1910 e.V.""";"""SG Sendenhorst""";"""SG Sendenhorst 1910 e.V.""";"""0:2 / 34:50""";"""Westtorhalle (48324 Sendenhorst)""";"""0:2 / 34:50""";"""2025/26""";"""Oberliga 5 wU16""";"""weiblich""";"""34:50""";"""62""";;"""0""";"""2""";"""19""";"""25""";"""41""";"""15""";"""25""";"""21""";;;;;;;;;;;;USC-U16-2;;;;;;
"""13.12.2025, 16:30:00""";"""Samstag""";"""27""";"""Spieltag 4""";"""USC-U16-2""";"""USC Münster e.V.""";"""SG Sendenhorst""";"""SG Sendenhorst 1910 e.V.""";"""SC GW Paderborn""";"""SC GW 1920 Paderborn e.V.""";"""SG Sendenhorst""";"""SG Sendenhorst 1910 e.V.""";"""2:1 / 57:49""";"""Westtorhalle (48324 Sendenhorst)""";"""2:1 / 57:49""";"""2025/26""";"""Oberliga 5 wU16""";"""weiblich""";"""57:49""";"""83""";;"""2""";"""1""";"""17""";"""25""";"""51""";"""25""";"""16""";"""21""";"""15""";"""8""";"""11""";;;;;;;;;USC-U16-2;;;;;;
"""28.09.2025, 11:00:00""";"""Sonntag""";"""7""";"""Spieltag 1""";"""USC-U14-1""";"""USC Münster e.V.""";"""TSC Gievenbeck""";"""TSC Münster-Gievenbeck e.V.""";"""TSV Bayer 04 Leverkusen""";"""TSV Bayer 04 Leverkusen e.V.""";"""USC-U14-1""";"""USC Münster e.V.""";"""2:0 / 50:32""";"""Kardinal-von-Galen-Gymnasium (48165 Münster)""";"""2:0 / 50:32""";"""2025/26""";"""NRW-Liga wU14""";"""weiblich""";"""50:32""";"""44""";;"""2""";"""0""";"""25""";"""19""";"""23""";"""25""";"""13""";"""21""";;;;;;;;;;;;USC-U14-1;;;;;;
